city,station_name,address,fuel_code,price,date
Ульяновск,"ООО ""РН-Карт""","ул. Оренбургская, 50, Ульяновск, Ульяновская обл., Россия, 432000",AI95,66.39,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","ул. Оренбургская, 50, Ульяновск, Ульяновская обл., Россия, 432000",DIESEL,71.03,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI92,58.0,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI95,62.5,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",DIESEL,71.5,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",GAS,20.0,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI92,60.36,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",AI95,68.49,2025-12-07 22:31:15.080881
Ульяновск,УЛЬЯНОВСКЦЕНТРГАЗ,"ул. Московское шоссе, 6В",DIESEL,73.19,2025-12-07 22:31:15.080881
Ульяновск,Роснефть №67819,"Московское ш., 16б, Ульяновск, Ульяновская обл., Россия, 432045",AI92,59.14,2025-12-07 22:31:15.080881
Ульяновск,Роснефть №67819,"Московское ш., 16б, Ульяновск, Ульяновская обл., Россия, 432045",AI95,66.39,2025-12-07 22:31:15.080881
Ульяновск,Роснефть №67819,"Московское ш., 16б, Ульяновск, Ульяновская обл., Россия, 432045",DIESEL,71.03,2025-12-07 22:31:15.080881
Новоспасский район,ООО АРИС-КАРТ СПБ,"Ульяновская обл., 846 км трассы М5, 33км до кольцевой дороги г.Сызрань, слева, АЗС № 29",DIESEL,67.5,2025-12-07 22:31:15.080881
Новоспасский район,ООО АРИС-КАРТ СПБ,"Ульяновская обл., 846 км трассы М5, 33км до кольцевой дороги г.Сызрань, слева, АЗС № 29",AI92,54.95,2025-12-07 22:31:15.080881
Новоспасский район,ООО АРИС-КАРТ СПБ,"Ульяновская обл., 846 км трассы М5, 33км до кольцевой дороги г.Сызрань, слева, АЗС № 29",AI95,59.5,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI92,60.4,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",DIESEL,74.02,2025-12-07 22:31:15.080881
Земляничный,УЛЬЯНОВСКЦЕНТРГАЗ,"Барышский р-он, 500 м южнее вещевого рынка г. Барыша, с западной стороны от а/д «Барыш-Николаевка»",AI95,65.85,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",AI92,64.19,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",AI95,66.96,2025-12-07 22:31:15.080881
Новоспасский район,ООО ЦЕНТРОТЕХ АЗС,"р.п. Новоспасское, ул. Заводская, 2А",DIESEL,79.36,2025-12-07 22:31:15.080881
Тереньгульский район,"ООО ""РН-Карт""","Сызранское ш., 1а, Тереньга, Ульяновская обл., Россия, 433361",AI92,59.14,2025-12-07 22:31:15.080881
Тереньгульский район,"ООО ""РН-Карт""","Сызранское ш., 1а, Тереньга, Ульяновская обл., Россия, 433361",AI95,66.39,2025-12-07 22:31:15.080881
Тереньгульский район,"ООО ""РН-Карт""","Сызранское ш., 1а, Тереньга, Ульяновская обл., Россия, 433361",DIESEL,70.58,2025-12-07 22:31:15.080881
Тереньгульский район,"ООО ""РН-Карт""","Сызранское ш., 1а, Тереньга, Ульяновская обл., Россия, 433361",GAS,28.09,2025-12-07 22:31:15.080881
Карсун,"ООО ""РН-Карт""","ул. Гагарина, 6А, Карсун, Ульяновская обл., Россия, 433210",AI92,59.14,2025-12-07 22:31:15.080881
Карсун,"ООО ""РН-Карт""","ул. Гагарина, 6А, Карсун, Ульяновская обл., Россия, 433210",AI95,66.39,2025-12-07 22:31:15.080881
Карсун,"ООО ""РН-Карт""","ул. Гагарина, 6А, Карсун, Ульяновская обл., Россия, 433210",DIESEL,71.03,2025-12-07 22:31:15.080881
Карсун,"ООО ""РН-Карт""","ул. Гагарина, 6А, Карсун, Ульяновская обл., Россия, 433210",GAS,28.09,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская область, г.Ульяновск, ул. Шевченко д 103, АЗС №14, под брендом ""Лукойл""",AI92,61.89,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская область, г.Ульяновск, ул. Шевченко д 103, АЗС №14, под брендом ""Лукойл""",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская область, г.Ульяновск, ул. Шевченко д 103, АЗС №14, под брендом ""Лукойл""",DIESEL,71.75,2025-12-07 22:31:15.080881
Цильнинский район,"ООО ""РН-Карт""","Пролетарская ул., 89, Большое Нагаткино, Ульяновская обл., Россия, 433610",AI92,59.14,2025-12-07 22:31:15.080881
Цильнинский район,"ООО ""РН-Карт""","Пролетарская ул., 89, Большое Нагаткино, Ульяновская обл., Россия, 433610",AI95,66.39,2025-12-07 22:31:15.080881
Цильнинский район,"ООО ""РН-Карт""","Пролетарская ул., 89, Большое Нагаткино, Ульяновская обл., Россия, 433610",DIESEL,71.03,2025-12-07 22:31:15.080881
Новоспасский район,"ООО ""ЛУКОЙЛ-Интер-Кард""","М-5, 847 км, Коптевское сельское поселение, Новоспасский р-н, Ульяновская обл.",DIESEL,71.75,2025-12-07 22:31:15.080881
Новоспасский район,"ООО ""ЛУКОЙЛ-Интер-Кард""","М-5, 847 км, Коптевское сельское поселение, Новоспасский р-н, Ульяновская обл.",GAS,27.99,2025-12-07 22:31:15.080881
Городской округ Ульяновск,ООО ТАИФ-НК АЗС,"Ульяновская область, г.Ульяновск, Сельдинское шоссе, д.8, пос.Сельдь, АЗС № 323 Татнефтепродукт",DIESEL,72.0,2025-12-07 22:31:15.080881
Городской округ Ульяновск,ООО ТАИФ-НК АЗС,"Ульяновская область, г.Ульяновск, Сельдинское шоссе, д.8, пос.Сельдь, АЗС № 323 Татнефтепродукт",AI92,59.24,2025-12-07 22:31:15.080881
Городской округ Ульяновск,ООО ТАИФ-НК АЗС,"Ульяновская область, г.Ульяновск, Сельдинское шоссе, д.8, пос.Сельдь, АЗС № 323 Татнефтепродукт",AI95,63.14,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, проспект Созидателей, 32, АЗС №24",DIESEL,73.99,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, проспект Созидателей, 32, АЗС №24",AI92,61.89,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, проспект Созидателей, 32, АЗС №24",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, проспект Созидателей, 32, АЗС №24",GAS,28.19,2025-12-07 22:31:15.080881
Новоспасский район,ООО Центротех Азс Опт,"Ульяновская область, Новоспасский р-н, с. Старое Томышево, ул. Железнодорожная 2, д.4",AI92,86.5,2025-12-07 22:31:15.080881
Новоспасский район,ООО Центротех Азс Опт,"Ульяновская область, Новоспасский р-н, с. Старое Томышево, ул. Железнодорожная 2, д.4",DIESEL,70.7,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","Автозаправочная станция ""Роснефть"", ул. Юности, 26, Ульяновск, Ульяновская обл., Россия, 432027",AI92,59.14,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","Автозаправочная станция ""Роснефть"", ул. Юности, 26, Ульяновск, Ульяновская обл., Россия, 432027",AI95,63.89,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","Автозаправочная станция ""Роснефть"", ул. Юности, 26, Ульяновск, Ульяновская обл., Россия, 432027",DIESEL,71.03,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","ул. Куйбышева, 1в, Димитровград, Ульяновская обл., Россия, 433503",AI92,59.14,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","ул. Куйбышева, 1в, Димитровград, Ульяновская обл., Россия, 433503",AI95,66.39,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","ул. Куйбышева, 1в, Димитровград, Ульяновская обл., Россия, 433503",DIESEL,71.03,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","ул. Куйбышева, 1в, Димитровград, Ульяновская обл., Россия, 433503",GAS,28.09,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Р178, 313 км, Ульяновская область, г.Димитровград, Мулловское шоссе, д.30, слева от Ульяновска",AI92,61.89,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Р178, 313 км, Ульяновская область, г.Димитровград, Мулловское шоссе, д.30, слева от Ульяновска",AI95,66.54,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Р178, 313 км, Ульяновская область, г.Димитровград, Мулловское шоссе, д.30, слева от Ульяновска",DIESEL,71.75,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Р178, 313 км, Ульяновская область, г.Димитровград, Мулловское шоссе, д.30, слева от Ульяновска",GAS,28.19,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, Заволжский р-н, пр-кт Созидателей, 118",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, Заволжский р-н, пр-кт Созидателей, 118",DIESEL,71.75,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, Заволжский р-н, пр-кт Созидателей, 118",GAS,28.19,2025-12-07 22:31:15.080881
Новоспасский район,ООО Л-КАРД,"Ульяновская обл р. П. Новосспаское , Ул. Строителей,  5а",AI92,58.99,2025-12-07 22:31:15.080881
Новоспасский район,ООО Л-КАРД,"Ульяновская обл р. П. Новосспаское , Ул. Строителей,  5а",AI95,63.99,2025-12-07 22:31:15.080881
Новоспасский район,ООО Л-КАРД,"Ульяновская обл р. П. Новосспаское , Ул. Строителей,  5а",DIESEL,69.99,2025-12-07 22:31:15.080881
Старомайнский район,"ООО ""РН-Карт""","Россия, Ульяновская область, Старомайнский район, Старая Майна",AI92,59.14,2025-12-07 22:31:15.080881
Старомайнский район,"ООО ""РН-Карт""","Россия, Ульяновская область, Старомайнский район, Старая Майна",AI95,63.89,2025-12-07 22:31:15.080881
Старомайнский район,"ООО ""РН-Карт""","Россия, Ульяновская область, Старомайнский район, Старая Майна",DIESEL,71.03,2025-12-07 22:31:15.080881
Старомайнский район,"ООО ""РН-Карт""","Россия, Ульяновская область, Старомайнский район, Старая Майна",GAS,28.09,2025-12-07 22:31:15.080881
Димитровград,Волга Трейд,"ул. Курчатова, 5",AI92,66.5,2025-12-07 22:31:15.080881
Димитровград,Волга Трейд,"ул. Курчатова, 5",AI95,68.7,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Московское ш., 4А, Ульяновск, Ульяновская обл., Россия, 432045",AI92,59.15,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Московское ш., 4А, Ульяновск, Ульяновская обл., Россия, 432045",AI95,63.9,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Московское ш., 4А, Ульяновск, Ульяновская обл., Россия, 432045",DIESEL,71.05,2025-12-07 22:31:15.080881
Ульяновск,"ТД ""Смарт-Технологии""","пр-д 8-й Инженерный, 3",DIESEL,69.0,2025-12-07 22:31:15.080881
Ульяновск,"ТД ""Смарт-Технологии""","пр-д 8-й Инженерный, 3",AI92,56.0,2025-12-07 22:31:15.080881
Ульяновск,"ТД ""Смарт-Технологии""","пр-д 8-й Инженерный, 3",AI95,60.0,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","Тольятинское ш., Новоселки, Ульяновская обл., Россия, 433529",AI92,59.14,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","Тольятинское ш., Новоселки, Ульяновская обл., Россия, 433529",AI95,66.39,2025-12-07 22:31:15.080881
Мелекесский район,"ООО ""РН-Карт""","Тольятинское ш., Новоселки, Ульяновская обл., Россия, 433529",DIESEL,70.58,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г.Ульяновск, пересечение Московское шоссе и пр-кт Олимпийский",AI92,61.89,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г.Ульяновск, пересечение Московское шоссе и пр-кт Олимпийский",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г.Ульяновск, пересечение Московское шоссе и пр-кт Олимпийский",DIESEL,71.75,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г.Ульяновск, пересечение Московское шоссе и пр-кт Олимпийский",GAS,28.19,2025-12-07 22:31:15.080881
Ждамирово,"ТД ""Смарт-Технологии""","ул. Молодёжная, 2",AI92,57.0,2025-12-07 22:31:15.080881
Ждамирово,"ТД ""Смарт-Технологии""","ул. Молодёжная, 2",AI95,62.0,2025-12-07 22:31:15.080881
Димитровград,"ООО ""РН-Карт""","Мулловское ш., 31, Димитровград, Ульяновская обл., Россия, 433507",AI92,59.14,2025-12-07 22:31:15.080881
Димитровград,"ООО ""РН-Карт""","Мулловское ш., 31, Димитровград, Ульяновская обл., Россия, 433507",AI95,66.39,2025-12-07 22:31:15.080881
Димитровград,"ООО ""РН-Карт""","Мулловское ш., 31, Димитровград, Ульяновская обл., Россия, 433507",DIESEL,71.03,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Октябрьская ул., 26В, Ульяновск, Ульяновская обл., Россия, 432032",AI92,59.14,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Октябрьская ул., 26В, Ульяновск, Ульяновская обл., Россия, 432032",AI95,63.89,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Октябрьская ул., 26В, Ульяновск, Ульяновская обл., Россия, 432032",DIESEL,71.03,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, ул. Локомотивная, 10, АЗС №22",AI92,61.89,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, ул. Локомотивная, 10, АЗС №22",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, ул. Локомотивная, 10, АЗС №22",DIESEL,71.75,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г. Ульяновск, ул. Локомотивная, 10, АЗС №22",GAS,28.19,2025-12-07 22:31:15.080881
Димитровград,ТК ИРБИС,"Ульяновская область, г. Димитровград, ул. Юнг Северного флота, 1а",DIESEL,72.99,2025-12-07 22:31:15.080881
Димитровград,ТК ИРБИС,"Ульяновская область, г. Димитровград, ул. Юнг Северного флота, 1а",AI92,61.99,2025-12-07 22:31:15.080881
Димитровград,ТК ИРБИС,"Ульяновская область, г. Димитровград, ул. Юнг Северного флота, 1а",AI92PLUS,62.99,2025-12-07 22:31:15.080881
Димитровград,ТК ИРБИС,"Ульяновская область, г. Димитровград, ул. Юнг Северного флота, 1а",AI95,65.99,2025-12-07 22:31:15.080881
Радищевский район,ИП Бирюков Ю.А.,"Р228, 32 км, Ульяновская обл., Радищевский р-он, ст. Рябина, слева от Ульяновска",AI92,66.2,2025-12-07 22:31:15.080881
Радищевский район,ИП Бирюков Ю.А.,"Р228, 32 км, Ульяновская обл., Радищевский р-он, ст. Рябина, слева от Ульяновска",AI95,76.0,2025-12-07 22:31:15.080881
Радищевский район,ИП Бирюков Ю.А.,"Р228, 32 км, Ульяновская обл., Радищевский р-он, ст. Рябина, слева от Ульяновска",DIESEL,82.5,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г.Ульяновск, Московское шоссе, 93",DIESEL,73.99,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г.Ульяновск, Московское шоссе, 93",AI92,61.89,2025-12-07 22:31:15.080881
Ульяновск,ООО Л-Нефтепродукт,"Ульяновская обл., г.Ульяновск, Московское шоссе, 93",AI95,66.54,2025-12-07 22:31:15.080881
Ульяновский район,ООО ТАИФ-НК АЗС,"Р241, 220 км, Ульяновская область, р.п.Ишеевка, АЗС № 322",DIESEL,69.5,2025-12-07 22:31:15.080881
Ульяновский район,ООО ТАИФ-НК АЗС,"Р241, 220 км, Ульяновская область, р.п.Ишеевка, АЗС № 322",AI92,59.24,2025-12-07 22:31:15.080881
Ульяновский район,ООО ТАИФ-НК АЗС,"Р241, 220 км, Ульяновская область, р.п.Ишеевка, АЗС № 322",AI95,63.14,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Димитровградское ш., 10, Ульяновск, Ульяновская обл., Россия, 432031",AI92,59.14,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Димитровградское ш., 10, Ульяновск, Ульяновская обл., Россия, 432031",AI95,66.39,2025-12-07 22:31:15.080881
Ульяновск,"ООО ""РН-Карт""","Димитровградское ш., 10, Ульяновск, Ульяновская обл., Россия, 432031",DIESEL,71.03,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Ульяновкая область, г. Димитровград, ул. Куйбышева, д. 4а",AI92,61.89,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Ульяновкая область, г. Димитровград, ул. Куйбышева, д. 4а",AI95,66.54,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Ульяновкая область, г. Димитровград, ул. Куйбышева, д. 4а",DIESEL,70.61,2025-12-07 22:31:15.080881
Димитровград,ООО Л-Нефтепродукт,"Ульяновкая область, г. Димитровград, ул. Куйбышева, д. 4а",GAS,28.19,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","пр. Нариманова, 122, Ульяновск, Ульяновская обл., Россия, 432000",AI92,59.14,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","пр. Нариманова, 122, Ульяновск, Ульяновская обл., Россия, 432000",AI95,66.39,2025-12-07 22:31:15.080881
Городской округ Ульяновск,"ООО ""РН-Карт""","пр. Нариманова, 122, Ульяновск, Ульяновская обл., Россия, 432000",DIESEL,71.03,2025-12-07 22:31:15.080881
Мирный,"ООО ""ЛУКОЙЛ-Интер-Кард""","Димитровградская ул., 2, п. Мирный, Мирновское сельское поселение, Чердаклинский р-н, Ульяновская обл.",AI92,61.89,2025-12-07 22:31:15.080881
Мирный,"ООО ""ЛУКОЙЛ-Интер-Кард""","Димитровградская ул., 2, п. Мирный, Мирновское сельское поселение, Чердаклинский р-н, Ульяновская обл.",AI95,66.54,2025-12-07 22:31:15.080881
Мирный,"ООО ""ЛУКОЙЛ-Интер-Кард""","Димитровградская ул., 2, п. Мирный, Мирновское сельское поселение, Чердаклинский р-н, Ульяновская обл.",DIESEL,70.61,2025-12-07 22:31:15.080881
Мирный,"ООО ""ЛУКОЙЛ-Интер-Кард""","Димитровградская ул., 2, п. Мирный, Мирновское сельское поселение, Чердаклинский р-н, Ульяновская обл.",GAS,28.19,2025-12-07 22:31:15.080881
